Date,Sales,rolling_mean,rolling_std,log_sales,year,month,dayofweek
06-05-2015,254.456,1067.899133,1075.47541,5.543050183,2015,5,2
07-05-2015,1091.35,1065.266733,1075.312705,6.996086618,2015,5,3
08-05-2015,1799.97,1059.947333,1071.122821,7.496080688,2015,5,4
09-05-2015,394.48,1069.1004,1063.962028,5.980100217,2015,5,5
10-05-2015,2343.799,1098.608433,1087.15856,7.759954963,2015,5,6
11-05-2015,1642.802,1137.507033,1084.982383,7.40476713,2015,5,0
12-05-2015,734.846,989.3439667,772.4201164,6.601020858,2015,5,1
13-05-2015,898.382,964.2670333,762.3552927,6.801707861,2015,5,2
14-05-2015,310.88,940.5907,771.5019338,5.742618498,2015,5,3
16-05-2015,289.28,884.9417,755.5745636,5.670845974,2015,5,5
17-05-2015,91.68,824.1563667,743.0783722,4.5291527,2015,5,6
18-05-2015,944.964,793.2404,716.789159,6.852204513,2015,5,0
19-05-2015,91.62,775.0085333,727.731296,4.528505101,2015,5,1
20-05-2015,320.104,775.8546667,727.1681473,5.771765058,2015,5,2
21-05-2015,4264.328,916.6965333,953.504181,8.358274362,2015,5,3
22-05-2015,180.93,888.7098,962.629469,5.203621998,2015,5,4
23-05-2015,323.758,892.6527333,959.9730035,5.78308029,2015,5,5
24-05-2015,116.28,854.8470667,967.6982028,4.764564238,2015,5,6
25-05-2015,119.54,830.6530667,976.9724615,4.791981648,2015,5,0
26-05-2015,1325.718,866.2519333,974.8321837,7.190463502,2015,5,1
27-05-2015,2157.394,926.0781333,997.6636708,7.677119706,2015,5,2
28-05-2015,221.968,854.1439333,966.5315711,5.407028263,2015,5,3
30-05-2015,1924.913,908.8887667,979.4659436,7.56315542,2015,5,5
31-05-2015,773.7,848.7295667,927.425675,6.652475858,2015,5,6
01-06-2015,5188.52,996.0521,1219.379641,8.554396486,2015,6,0
02-06-2015,738.598,985.7140333,1220.231957,6.606106795,2015,6,1
03-06-2015,531.16,986.5487,1219.901111,6.276944196,2015,6,2
04-06-2015,456.272,999.3367,1211.975397,6.1252784,2015,6,3
06-06-2015,1374.001,1038.889,1203.900258,7.226209737,2015,6,5
07-06-2015,281.397,1039.569667,1203.450961,5.643313882,2015,6,6
08-06-2015,2501.264,1114.463267,1222.66537,7.824951201,2015,6,0
09-06-2015,5463.008,1260.1852,1457.734049,8.605937865,2015,6,1
10-06-2015,491.55,1216.5712,1460.597837,6.199595978,2015,6,2
13-06-2015,14.52,1203.905867,1469.591968,2.742129515,2015,6,5
14-06-2015,212.94,1132.877233,1464.082872,5.365695602,2015,6,6
15-06-2015,942.974,1109.549633,1461.250476,6.850098623,2015,6,0
16-06-2015,763.792,1110.5145,1461.004063,6.639603901,2015,6,1
17-06-2015,3356.486,1192.4513,1516.56863,8.118947759,2015,6,2
18-06-2015,139.8,1186.748633,1520.314884,4.947340444,2015,6,3
20-06-2015,1828.9496,1238.070953,1514.952097,7.512043704,2015,6,5
21-06-2015,4107.443,1371.92972,1585.917057,8.320799404,2015,6,6
22-06-2015,1975.498,1406.280853,1587.509971,7.589081871,2015,6,0
23-06-2015,109.496,1406.87672,1587.002776,4.704979321,2015,6,1
24-06-2015,4.272,1396.348987,1595.48562,1.662409797,2015,6,2
25-06-2015,792.76,1280.630053,1503.546915,6.676781149,2015,6,3
27-06-2015,616.14,1295.137053,1494.643767,6.425095903,2015,6,5
28-06-2015,1645.791,1339.20482,1484.470898,7.406583825,2015,6,6
29-06-2015,46.68,1336.88482,1486.501046,3.864512023,2015,6,0
30-06-2015,739.624,1357.554287,1473.242386,6.607493074,2015,6,1
01-07-2015,601.024,1333.39782,1479.709538,6.400297312,2015,7,2
02-07-2015,79.56,1264.136687,1488.413824,4.389002248,2015,7,3
04-07-2015,247.408,1264.984687,1487.806713,5.515072556,2015,7,5
05-07-2015,1444.104,1248.95772,1483.034728,7.27593657,2015,7,6
06-07-2015,1038.472,1257.783453,1480.895182,6.946468171,2015,7,0
07-07-2015,241.194,1092.872587,1291.422126,5.489739058,2015,7,1
08-07-2015,763.074,1093.688453,1291.198305,6.638664643,2015,7,2
09-07-2015,265.521,1084.83382,1296.090537,5.58545304,2015,7,3
11-07-2015,2022.356,1137.03662,1301.428574,7.612512798,2015,7,5
12-07-2015,1960.012,1156.57032,1309.480853,7.581215946,2015,7,6
13-07-2015,351.216,1158.89762,1307.932928,5.864244624,2015,7,0
14-07-2015,292.594,1085.275287,1291.829694,5.682197861,2015,7,1
15-07-2015,9.51,903.49202,1006.82614,2.352327185,2015,7,2
18-07-2015,273.04,896.2083533,1010.691968,5.613274081,2015,7,5
19-07-2015,461.326,911.1018867,1000.492002,6.13627027,2015,7,6
20-07-2015,2285.786,980.1967533,1021.959688,7.734902617,2015,7,0
21-07-2015,1961.482,1014.14702,1037.480421,7.581965278,2015,7,1
22-07-2015,1348.344,1033.632087,1038.10542,7.207373827,2015,7,2
23-07-2015,2613.184,1008.855353,988.4355524,7.868707282,2015,7,3
25-07-2015,8341.29,1282.238353,1651.544033,9.029093038,2015,7,5
26-07-2015,5039.994,1389.273167,1786.717988,8.525358564,2015,7,6
27-07-2015,580.06,1271.693733,1716.352436,6.364854022,2015,7,0
28-07-2015,193.152,1212.2822,1721.988874,5.268641357,2015,7,1
30-07-2015,1367.84,1254.227,1709.48071,7.221718945,2015,7,3
01-08-2015,228.328,1261.695533,1704.313114,5.435153293,2015,8,5
02-08-2015,886.28,1264.812867,1703.511154,6.788160603,2015,8,6
03-08-2015,477.994,1260.208,1705.510628,6.171688071,2015,8,0
04-08-2015,2743.154,1296.786767,1725.713675,7.91722811,2015,8,1
05-08-2015,2408.724,1375.521567,1720.587364,7.787267497,2015,8,2
06-08-2015,262.89,1359.630433,1728.844669,5.57553235,2015,8,3
08-08-2015,3955.629,1471.4506,1785.640281,8.283147679,2015,8,5
09-08-2015,3605.685,1588.9881,1806.787684,8.190544347,2015,8,6
11-08-2015,451.62,1595.795167,1801.937169,6.115052921,2015,8,1
12-08-2015,1545.73,1599.1827,1801.737679,7.343898304,2015,8,2
15-08-2015,337.5,1575.816967,1813.765081,5.824524092,2015,8,5
16-08-2015,853.092,1596.213567,1801.639116,6.750038916,2015,8,6
17-08-2015,500.342,1587.455833,1806.460758,6.217288503,2015,8,0
19-08-2015,1439.106,1626.575333,1789.474008,7.272472001,2015,8,2
20-08-2015,1838.722,1620.4542,1788.387246,7.517369752,2015,8,3
22-08-2015,23.104,1555.8906,1810.531583,3.182377802,2015,8,5
23-08-2015,565.224,1563.0242,1806.037447,6.33898976,2015,8,6
24-08-2015,59.74,1555.2624,1812.17558,4.10660246,2015,8,0
25-08-2015,1451.65,1603.333733,1788.733795,7.281144754,2015,8,1
26-08-2015,366.81,1606.4594,1786.409475,5.9075665,2015,8,2
27-08-2015,2070.13,1660.0862,1774.958867,7.635849631,2015,8,3
29-08-2015,832.3225,1611.637417,1777.126356,6.725420722,2015,8,5
30-08-2015,121.24,1550.296017,1796.290955,4.805986325,2015,8,6
31-08-2015,92.52,1508.435217,1815.687683,4.538175317,2015,8,0
01-09-2015,469.436,1436.97695,1812.892451,6.153659924,2015,9,1
02-09-2015,3254.15,1267.405617,1314.124045,8.087993637,2015,9,2
03-09-2015,22.08,1100.141817,1122.801847,3.138966442,2015,9,3
05-09-2015,296.304,1090.683283,1128.514768,5.694755184,2015,9,5
06-09-2015,100.36,1087.590217,1131.183583,4.618678536,2015,9,6
07-09-2015,3523.875,1159.45805,1214.988387,8.167600254,2015,9,0
08-09-2015,14228.428,1626.12805,2666.569877,9.563067494,2015,9,1
09-09-2015,4043.588,1731.37165,2698.477881,8.30513497,2015,9,2
10-09-2015,1855.228,1777.27945,2688.114725,7.526301751,2015,9,3
11-09-2015,127.95,1690.105983,2698.098053,4.859424732,2015,9,4
12-09-2015,4904.66,1773.30385,2758.82002,8.49814492,2015,9,5
13-09-2015,1275.408,1807.05445,2745.867907,7.151805162,2015,9,6
14-09-2015,5023.716,1842.65735,2781.381685,8.522124214,2015,9,0
15-09-2015,133.436,1726.915717,2777.729944,4.901088249,2015,9,1
16-09-2015,33.552,1712.980117,2785.386751,3.542465436,2015,9,2
17-09-2015,820.523,1688.80655,2790.031377,6.711159935,2015,9,3
19-09-2015,9338.637,1988.84445,3105.818631,9.142022665,2015,9,5
20-09-2015,5335.968,2138.27365,3156.7148,8.58241298,2015,9,6
21-09-2015,2679.652,2210.917317,3142.767059,7.893815327,2015,9,0
22-09-2015,1240.266,2204.289317,3144.660018,7.123887106,2015,9,1
23-09-2015,10662.337,2498.409817,3501.661858,9.274566688,2015,9,2
24-09-2015,211.96,2504.705017,3497.225316,5.361104355,2015,9,3
25-09-2015,354.8888,2497.693843,3501.455908,5.874618323,2015,9,4
26-09-2015,1326.79,2539.928843,3478.602047,7.191271185,2015,9,5
27-09-2015,773.44,2517.321843,3488.109326,6.652140188,2015,9,6
28-09-2015,490.292,2521.43791,3485.556078,6.197038656,2015,9,0
29-09-2015,8109.07,2722.73591,3629.981766,9.000861778,2015,9,1
30-09-2015,987.532,2727.90956,3627.304156,6.896221014,2015,9,2
01-10-2015,4.71,2724.025227,3630.252983,1.742219024,2015,10,3
02-10-2015,598.144,2740.87936,3618.770005,6.39550197,2015,10,4
03-10-2015,862.683,2753.987593,3610.962266,6.761205803,2015,10,5
04-10-2015,728.748,2669.807527,3628.295175,6.592699269,2015,10,6
05-10-2015,191.9,2675.468193,3624.152,5.26217192,2015,10,0
06-10-2015,494.71,2682.081727,3619.839136,6.205991078,2015,10,1
07-10-2015,237.36,2686.648393,3616.55474,5.473782136,2015,10,2
08-10-2015,147.392,2574.09896,3642.050534,4.999857421,2015,10,3
09-10-2015,249.36,2108.130027,2922.7918,5.522899882,2015,10,4
10-10-2015,2049.386,2041.656627,2899.842666,7.625783347,2015,10,5
11-10-2015,1381.164,2025.854493,2902.184319,7.231405666,2015,10,6
12-10-2015,58.53,2023.540493,2903.776995,4.086480387,2015,10,0
13-10-2015,2212.182,1933.791227,2852.819491,7.702186578,2015,10,1
14-10-2015,4525.484,2042.127093,2888.443654,8.417700758,2015,10,2
15-10-2015,206.724,1881.560693,2850.622924,5.336210275,2015,10,3
16-10-2015,194.322,1883.590227,2849.356803,5.274649479,2015,10,4
17-10-2015,136.068,1887.007427,2847.122163,4.920477153,2015,10,5
18-10-2015,3134.916,1964.15386,2848.583273,8.050676595,2015,10,6
19-10-2015,641.104,1674.236093,2492.500913,6.464750284,2015,10,0
20-10-2015,1501.104,1546.407293,2394.647418,7.314622071,2015,10,1
21-10-2015,1356.602,1502.305627,2385.221635,7.213475187,2015,10,2
22-10-2015,223.808,1468.423693,2396.26604,5.415246705,2015,10,3
24-10-2015,56.49,1114.89546,1663.364741,4.05161102,2015,10,5
25-10-2015,103.882,1111.29286,1665.503465,4.652835909,2015,10,6
26-10-2015,447.88,1114.392567,1664.133131,6.106755591,2015,10,0
27-10-2015,22.32,1070.910233,1675.396213,3.149311361,2015,10,1
28-10-2015,1510.582,1095.481633,1676.288303,7.320912063,2015,10,2
29-10-2015,2813.812,1172.9323,1700.859604,7.942650753,2015,10,3
31-10-2015,5362.026,1081.364167,1352.924501,8.587283647,2015,10,5
01-11-2015,4637.816,1203.0403,1500.311798,8.44221444,2015,11,6
02-11-2015,2126.37,1273.7623,1491.858635,7.662641754,2015,11,0
03-11-2015,2784.163,1346.6296,1510.984884,7.932061678,2015,11,1
04-11-2015,6693.748,1540.998433,1794.947678,8.809078617,2015,11,2
05-11-2015,1694.564,1573.1923,1788.526808,7.435770708,2015,11,3
07-11-2015,1302.454,1610.210767,1770.351961,7.172772943,2015,11,5
08-11-2015,333.576,1604.839633,1774.093502,5.812864059,2015,11,6
09-11-2015,1574.094,1649.397433,1755.250327,7.362070232,2015,11,0
10-11-2015,2002.556,1711.236233,1733.047815,7.602678881,2015,11,1
11-11-2015,7836.978,1964.156833,2039.00544,8.966736172,2015,11,2
12-11-2015,901.6492,1925.89894,2048.098368,6.805333995,2015,11,3
14-11-2015,1034.73,1914.35114,2052.248104,6.942861771,2015,11,5
15-11-2015,1780.822,1971.760873,2022.416,7.485391715,2015,11,6
16-11-2015,1355.9285,1943.21909,2024.946453,7.212978969,2015,11,0
17-11-2015,11544.274,2177.178757,2644.329558,9.354031455,2015,11,1
18-11-2015,3406.855,2283.84979,2626.587769,8.13383834,2015,11,2
19-11-2015,7226.086,2518.241923,2744.783882,8.885591191,2015,11,3
20-11-2015,907.56,2543.958323,2725.239767,6.811860929,2015,11,4
21-11-2015,1249.622,2481.11519,2732.869022,7.131396307,2015,11,5
22-11-2015,1103.298,2496.521657,2723.424808,7.006965118,2015,11,6
23-11-2015,1363.28,2491.927523,2725.277493,7.218382096,2015,11,0
24-11-2015,5572.864,2632.46959,2773.008004,8.625843809,2015,11,1
25-11-2015,4415.695,2772.199157,2752.99298,8.393146958,2015,11,2
26-11-2015,1705.99,2827.18249,2713.066535,7.442486865,2015,11,3
27-11-2015,203.66,2830.508423,2709.671971,5.321350066,2015,11,4
28-11-2015,2280.83,2891.606757,2674.532389,7.732733032,2015,11,5
29-11-2015,649.044,2912.497557,2653.714183,6.477040053,2015,11,6
30-11-2015,219.154,2869.449957,2687.499219,5.394327301,2015,11,0
01-12-2015,5624.39,2963.13589,2734.077395,8.635045558,2015,12,1
02-12-2015,1771.808,2843.461957,2703.861413,7.480320009,2015,12,2
03-12-2015,505.88,2705.730757,2714.524256,6.228274289,2015,12,3
04-12-2015,129.98,2639.184423,2753.409152,4.87504464,2015,12,4
05-12-2015,2963.642,2645.167057,2753.929963,7.994511562,2015,12,5
06-12-2015,1970.978,2487.74139,2647.443888,7.586792379,2015,12,6
07-12-2015,548.4,2449.535923,2667.479373,6.308826774,2015,12,0
08-12-2015,1095.12,2442.62479,2670.820309,6.999531951,2015,12,1
09-12-2015,1522.652,2482.260657,2647.160389,7.328865364,2015,12,2
10-12-2015,573.336,2448.902057,2665.243267,6.353214591,2015,12,3
12-12-2015,4938.4045,2546.763673,2701.935572,8.505000056,2015,12,5
13-12-2015,293.152,2295.302807,2538.725176,5.684096641,2015,12,6
14-12-2015,7641.658,2519.969767,2703.992108,8.941500727,2015,12,0
15-12-2015,1264.466,2527.627633,2699.963088,7.143195713,2015,12,1
16-12-2015,4065.595,2603.786733,2710.374947,8.310561319,2015,12,2
17-12-2015,45.534,2560.106917,2741.558249,3.840183228,2015,12,3
19-12-2015,3436.76,2289.85645,2164.209742,8.142575375,2015,12,5
20-12-2015,6962.44,2408.37595,2319.291327,8.848428884,2015,12,6
21-12-2015,1933.44,2231.954417,2134.089104,7.567573158,2015,12,0
22-12-2015,798.968,2228.334683,2136.503664,6.684571727,2015,12,1
23-12-2015,942.108,2218.084217,2142.091611,6.849180804,2015,12,2
24-12-2015,1950.202,2246.31435,2132.452384,7.576200872,2015,12,3
26-12-2015,2041.414,2268.918817,2126.354721,7.621887721,2015,12,5
27-12-2015,2966.388,2182.036283,2038.12033,7.995437384,2015,12,6
28-12-2015,2682.326,2124.257317,1996.764677,7.894812349,2015,12,0
29-12-2015,2072.096,2136.46085,1995.238397,7.636798421,2015,12,1
30-12-2015,2172.651,2202.093883,1961.567559,7.684163521,2015,12,2
31-12-2015,5253.27,2301.175217,2039.215826,8.566796358,2015,12,3
02-01-2016,1932.096,2343.943617,2016.70132,7.566878142,2016,1,5
03-01-2016,1768.2216,2395.579203,1979.917972,7.478294955,2016,1,6
04-01-2016,264.46,2216.91487,1919.419827,5.58146417,2016,1,0
05-01-2016,295.272,2167.697003,1949.915302,5.691277951,2016,1,1
06-01-2016,31.538,2151.885603,1965.714404,3.482408637,2016,1,2
09-01-2016,364.07,2159.688603,1957.860516,5.900089116,2016,1,5
10-01-2016,1018.104,2094.837337,1962.528453,6.926679089,2016,1,6
12-01-2016,747.496,2054.054603,1977.843745,6.61806586,2016,1,1
13-01-2016,622.278,2056.517203,1975.949506,6.434992647,2016,1,2
17-01-2016,350.384,2031.69267,1993.048568,5.861879643,2016,1,6
19-01-2016,301.742,1990.99567,2016.132819,5.712880958,2016,1,1
23-01-2016,43.66,1973.339803,2031.238455,3.799078246,2016,1,5
24-01-2016,13.12,1809.163653,1981.763399,2.647592232,2016,1,6
26-01-2016,182.72,1805.482587,1984.776719,5.213412859,2016,1,1
27-01-2016,3573.252,1669.869053,1689.24748,8.181511202,2016,1,2
28-01-2016,4297.644,1770.974987,1753.689034,8.366054903,2016,1,3
30-01-2016,2161.64,1707.50982,1701.458147,7.679084977,2016,1,5
31-01-2016,99.26,1709.300687,1699.675858,4.607766812,2016,1,6
03-02-2016,492.836,1611.169887,1681.387191,6.202203478,2016,2,2
06-02-2016,2432.544,1460.173353,1356.203991,7.79710391,2016,2,5
07-02-2016,324.11,1406.52902,1368.610116,5.784163587,2016,2,6
08-02-2016,129.092,1384.19982,1384.239777,4.868241892,2016,2,0
09-02-2016,785.552,1378.981287,1386.257553,6.667658836,2016,2,1
10-02-2016,77.24,1316.54922,1401.734079,4.359781026,2016,2,2
14-02-2016,1079.962,1284.50082,1395.567194,6.985606664,2016,2,6
15-02-2016,1602.38,1239.033887,1360.66555,7.37986918,2016,2,0
16-02-2016,160.43,1154.970687,1346.249029,5.084071612,2016,2,1
18-02-2016,105.844,1089.428953,1347.92156,4.671369827,2016,2,3
20-02-2016,316.78,1027.566587,1339.051276,5.761359319,2016,2,5
21-02-2016,2591.1,938.8275867,1119.583056,7.860223637,2016,2,6
22-02-2016,79.36,877.06972,1113.98944,4.38651654,2016,2,0
23-02-2016,37.776,819.3882,1111.051835,3.657801499,2016,2,1
25-02-2016,25.87,811.4352,1116.003917,3.291010423,2016,2,3
27-02-2016,1159.271,840.2351667,1113.369532,7.056408878,2016,2,5
28-02-2016,551.264,857.5593667,1104.359217,6.314026193,2016,2,6
01-03-2016,1642.1744,900.1628467,1109.307122,7.40438526,2016,3,1
02-03-2016,899.57,896.2117133,1109.083628,6.803027896,2016,3,2
05-03-2016,1969.267,936.9374133,1125.741167,7.585924346,2016,3,5
06-03-2016,1555.244,968.03628,1129.628874,7.350030505,2016,3,6
07-03-2016,807.54,983.2748133,1124.079374,6.695230152,2016,3,0
08-03-2016,2563.296,1058.659947,1152.277672,7.849439256,2016,3,1
09-03-2016,478.008,1073.138213,1141.765335,6.171717299,2016,3,2
10-03-2016,90.932,1075.731947,1139.360119,4.521049173,2016,3,3
12-03-2016,51.016,1071.341813,1143.167065,3.951551364,2016,3,5
13-03-2016,1384.856,998.39528,1043.488808,7.234073278,2016,3,6
14-03-2016,707.9,878.7371467,837.6280382,6.563714473,2016,3,0
15-03-2016,16.776,807.24168,815.5977376,2.877849233,2016,3,1
16-03-2016,7230.21,1044.940013,1418.462736,8.886161659,2016,3,2
17-03-2016,48.84,1030.140147,1426.714151,3.908817874,2016,3,3
19-03-2016,5203.89,1122.518347,1599.8634,8.557353847,2016,3,5
20-03-2016,102.52,1115.132013,1604.182337,4.639764831,2016,3,6
21-03-2016,1270.379,1153.174913,1593.489307,7.147857417,2016,3,0
22-03-2016,2481.424,1209.70398,1609.993252,7.816990781,2016,3,1
23-03-2016,633.302,1228.23938,1599.673756,6.452525182,2016,3,2
24-03-2016,412.95,1206.005647,1606.426835,6.025745194,2016,3,3
26-03-2016,131.16,1156.96498,1616.335137,4.88401331,2016,3,5
27-03-2016,83.7,1154.407313,1618.02624,4.439115602,2016,3,6
28-03-2016,243.344,1158.990647,1615.145767,5.498577068,2016,3,0
29-03-2016,1559.08,1200.400647,1608.720725,7.352492381,2016,3,1
30-03-2016,571.224,1133.071447,1590.676614,6.349530523,2016,3,2
31-03-2016,200.716,1137.116647,1588.056702,5.306860768,2016,3,3
02-04-2016,299.22,1145.831447,1582.523531,5.704515539,2016,4,5
04-04-2016,1484.598,1194.455713,1569.280097,7.303572664,2016,4,0
05-04-2016,2974.058,1254.948613,1602.503701,7.998018814,2016,4,1
06-04-2016,140.004,1241.239947,1610.470234,4.948788259,2016,4,2
07-04-2016,907.436,1216.748667,1609.749379,6.81172444,2016,4,3
09-04-2016,757.992,1212.0294,1610.918415,6.631991237,2016,4,5
10-04-2016,169.542,1152.038567,1615.251558,5.138981601,2016,4,6
11-04-2016,1328.346,1144.4753,1613.829071,7.192442371,2016,4,0
13-04-2016,3192.678,1223.9799,1654.886842,8.06892851,2016,4,2
14-04-2016,35.208,1139.7103,1648.690529,3.589280089,2016,4,3
16-04-2016,4161.972,1262.5091,1732.758045,8.333984521,2016,4,5
17-04-2016,2745.106,1350.981567,1738.62552,7.917939187,2016,4,6
18-04-2016,2006.96,1416.1797,1724.814988,7.60487456,2016,4,0
19-04-2016,329.96,1381.0165,1736.190976,5.801997522,2016,4,1
20-04-2016,1194.726,1397.244033,1731.95258,7.086508811,2016,4,2
21-04-2016,893.09,1426.4545,1715.175815,6.795806441,2016,4,3
22-04-2016,152.916,1190.5447,1333.671799,5.036406999,2016,4,4
24-04-2016,25.99,1189.783033,1334.352668,3.295466427,2016,4,6
25-04-2016,920.946,1047.018233,1098.308718,6.826486654,2016,4,0
26-04-2016,2090.1055,1113.271083,1099.317188,7.645448152,2016,4,1
27-04-2016,2719.59,1161.578117,1137.632457,7.908604048,2016,4,2
28-04-2016,4044.362,1213.67605,1232.030067,8.305326319,2016,4,3
29-04-2016,7.968,1192.831583,1247.382192,2.193662686,2016,4,4
30-04-2016,1571.695,1231.456417,1240.32078,7.360545987,2016,4,5
01-05-2016,450.94,1242.11575,1231.884154,6.113549428,2016,5,6
02-05-2016,167.232,1244.90015,1229.267149,5.125343979,2016,5,0
03-05-2016,2198.76,1310.080683,1226.167463,7.696103542,2016,5,1
04-05-2016,1121.362,1295.490083,1225.706556,7.023190672,2016,5,2
