Date,Sales,year,month,dayofweek,lag_1,lag_3,lag_7,lag_14,lag_30,rolling_mean_7,rolling_mean_14,rolling_mean_30,rolling_std_7,day,quarter,is_weekend,is_month_start,is_month_end
29-03-2015,890.841,2015,3,6,1493.216,459.146,4109.816,918.314,9.04,1097.406429,3157.803357,1716.549533,1416.265987,29,1,1,0,0
30-03-2015,1170.322,2015,3,0,890.841,145.13,464.093,2108.55,54.208,637.5528571,3155.841,1745.9429,503.7619772,30,1,0,0,0
31-03-2015,1959.552,2015,3,1,1170.322,1493.216,945.064,370.782,37.784,738.4427143,3088.824714,1783.1467,533.097876,31,1,0,0,1
01-04-2015,119.888,2015,4,2,1959.552,890.841,65.38,471.92,95.59,883.3695714,3202.308286,1847.205633,707.878173,1,2,0,1,0
02-04-2015,1458.558,2015,4,3,119.888,1170.322,459.146,3960.358,8.85,891.1564286,3177.163143,1848.015567,697.6056398,2,2,0,0,0
04-04-2015,475.844,2015,4,5,1458.558,1959.552,145.13,28106.716,19.44,1033.929571,2998.463143,1896.339167,696.7237751,4,2,1,0,0
05-04-2015,5179.738,2015,4,6,475.844,119.888,1493.216,590.762,11.364,1081.174429,1024.829429,1911.552633,634.8772064,5,2,1,0,0
06-04-2015,1650.69,2015,4,0,5179.738,1458.558,890.841,4109.816,55.672,1607.820429,1352.613429,2083.831767,1688.45923,6,2,0,0,0
07-04-2015,1021.17,2015,4,1,1650.69,475.844,1170.322,464.093,19.456,1716.370286,1176.961571,2136.999033,1658.848206,7,2,0,0,0
08-04-2015,1958.75,2015,4,2,1021.17,5179.738,1959.552,945.064,2203.151,1695.062857,1216.752786,2170.3895,1667.963873,8,2,0,0,0
11-04-2015,1915.24,2015,4,5,1958.75,1650.69,119.888,65.38,47.76,1694.948286,1289.158929,2162.2428,1667.942705,11,2,1,0,0
12-04-2015,1872.443,2015,4,6,1915.24,1021.17,1458.558,459.146,1345.892,1951.427143,1421.291786,2224.492133,1516.544367,12,2,1,0,0
13-04-2015,638.576,2015,4,0,1872.443,1958.75,475.844,145.13,370.452,2010.553571,1522.241571,2242.043833,1502.125598,13,2,0,0,0
15-04-2015,294.72,2015,4,2,638.576,1915.24,5179.738,1493.216,705.562,2033.801,1557.487714,2250.9813,1475.437436,15,2,0,0,0
16-04-2015,39.072,2015,4,3,294.72,1872.443,1650.69,890.841,1561.062,1335.941286,1471.880857,2237.286567,680.6760864,16,2,0,0,0
18-04-2015,1020.532,2015,4,5,39.072,638.576,1021.17,1170.322,741.956,1105.710143,1411.040214,2186.553567,815.6467929,18,2,1,0,0
19-04-2015,205.47,2015,4,6,1020.532,294.72,1958.75,1959.552,918.314,1105.619,1400.340929,2195.839433,815.6578497,19,2,1,0,0
20-04-2015,1250.45,2015,4,0,205.47,39.072,1915.24,119.888,2108.55,855.1504286,1275.049357,2172.077967,778.3615857,20,2,0,0,0
21-04-2015,845.36,2015,4,1,1250.45,1020.532,1872.443,1458.558,370.782,760.1804286,1355.803786,2143.474633,658.8395473,21,2,0,0,0
22-04-2015,257.752,2015,4,2,845.36,205.47,638.576,475.844,471.92,613.4542857,1312.003929,2159.2939,451.6349741,22,2,0,0,0
23-04-2015,362.608,2015,4,3,257.752,1250.45,294.72,5179.738,3960.358,559.0508571,1296.425929,2152.154967,470.6413679,23,2,0,0,0
25-04-2015,2379.994,2015,4,5,362.608,845.36,39.072,1650.69,28106.716,568.7491429,952.3452143,2032.229967,464.9516785,25,2,1,0,0
26-04-2015,282.568,2015,4,6,2379.994,257.752,1020.532,1021.17,590.762,903.1665714,1004.438357,1174.672567,765.3196849,26,2,1,0,0
28-04-2015,2578.476,2015,4,1,282.568,362.608,205.47,1958.75,4109.816,797.7431429,951.6810714,1164.399433,796.6444804,28,2,0,0,0
29-04-2015,768.844,2015,4,2,2578.476,2379.994,1250.45,1915.24,464.093,1136.744,995.9472143,1113.354767,985.1924967,29,2,0,0,0
30-04-2015,1048.74,2015,4,3,768.844,282.568,845.36,1872.443,945.064,1067.943143,914.0617857,1123.513133,992.716138,30,2,0,0,1
02-05-2015,506.12,2015,5,5,1048.74,2578.476,257.752,638.576,65.38,1096.997429,855.2258571,1126.969,988.0813418,2,2,1,0,0
03-05-2015,72.632,2015,5,6,506.12,768.844,362.608,294.72,459.146,1132.478571,845.7647143,1141.660333,956.8889951,3,2,1,0,0
04-05-2015,187.432,2015,5,0,72.632,1048.74,2379.994,39.072,145.13,1091.053429,829.9012857,1128.776533,1001.031223,4,2,0,0,0
05-05-2015,260.977,2015,5,1,187.432,506.12,282.568,1020.532,1493.216,777.8302857,840.4984286,1130.1866,864.1743443,5,2,0,0,0
06-05-2015,254.456,2015,5,2,260.977,72.632,2578.476,205.47,890.841,774.7458571,786.2445,1089.111967,866.2726452,6,2,0,0,0
07-05-2015,1091.35,2015,5,3,254.456,187.432,768.844,1250.45,1170.322,442.743,789.7435,1067.899133,353.140105,7,2,0,0,0
08-05-2015,1799.97,2015,5,4,1091.35,260.977,1048.74,845.36,1959.552,488.8152857,778.3792143,1065.266733,417.8792075,8,2,0,0,0
09-05-2015,394.48,2015,5,5,1799.97,254.456,506.12,257.752,119.888,596.1338571,846.5656429,1059.947333,628.8518984,9,2,1,0,0
10-05-2015,2343.799,2015,5,6,394.48,1091.35,72.632,362.608,1458.558,580.1852857,856.3319286,1069.1004,632.9177864,10,2,1,0,0
11-05-2015,1642.802,2015,5,0,2343.799,1799.97,187.432,2379.994,475.844,904.6377143,997.8455714,1098.608433,867.8850627,11,2,0,0,0
12-05-2015,734.846,2015,5,1,1642.802,394.48,260.977,282.568,5179.738,1112.547714,945.189,1137.507033,841.3544033,12,2,0,0,0
13-05-2015,898.382,2015,5,2,734.846,2343.799,254.456,2578.476,1650.69,1180.243286,977.4945714,989.3439667,778.1035131,13,2,0,0,0
14-05-2015,310.88,2015,5,3,898.382,1642.802,1091.35,768.844,1021.17,1272.232714,857.4878571,964.2670333,682.6174824,14,2,0,0,0
16-05-2015,289.28,2015,5,5,310.88,734.846,1799.97,1048.74,1958.75,1160.737,824.7761429,940.5907,774.6247682,16,2,1,0,0
17-05-2015,91.68,2015,5,6,289.28,898.382,394.48,506.12,1915.24,944.9241429,770.529,884.9417,777.2873062,17,2,1,0,0
18-05-2015,944.964,2015,5,0,91.68,310.88,2343.799,72.632,1872.443,901.667,740.9261429,824.1563667,820.263361,18,2,0,0,0
19-05-2015,91.62,2015,5,1,944.964,289.28,1642.802,187.432,638.576,701.8334286,803.2355714,793.2404,529.0853143,19,2,0,0,0
20-05-2015,320.104,2015,5,2,91.62,91.68,734.846,260.977,294.72,480.236,796.3918571,775.0085333,370.3125375,20,2,0,0,0
21-05-2015,4264.328,2015,5,3,320.104,944.964,898.382,254.456,39.072,420.9871429,800.6152143,775.8546667,355.675711,21,2,0,0,0
22-05-2015,180.93,2015,5,4,4264.328,91.62,310.88,1091.35,1020.532,901.8365714,1087.034643,916.6965333,1510.181068,22,2,0,0,0
23-05-2015,323.758,2015,5,5,180.93,320.104,289.28,1799.97,205.47,883.2722857,1022.004643,888.7098,1519.42672,23,2,1,0,0
24-05-2015,116.28,2015,5,6,323.758,4264.328,91.68,394.48,1250.45,888.1977143,916.5609286,892.6527333,1517.234596,24,2,1,0,0
25-05-2015,119.54,2015,5,0,116.28,180.93,944.964,2343.799,845.36,891.712,896.6895,854.8470667,1515.10918,25,2,0,0,0
26-05-2015,1325.718,2015,5,1,119.54,323.758,91.62,1642.802,257.752,773.7942857,737.8138571,830.6530667,1542.153076,26,2,0,0,0
27-05-2015,2157.394,2015,5,2,1325.718,116.28,320.104,734.846,362.608,950.094,715.165,866.2519333,1521.572847,27,2,0,0,0
28-05-2015,221.968,2015,5,3,2157.394,119.54,4264.328,898.382,2379.994,1212.564,816.7755714,926.0781333,1552.930346,28,2,0,0,0
30-05-2015,1924.913,2015,5,5,221.968,1325.718,180.93,310.88,282.568,635.084,768.4602857,854.1439333,796.1564783,30,2,1,0,0
31-05-2015,773.7,2015,5,6,1924.913,2157.394,323.758,289.28,2578.476,884.2244286,883.7483571,908.8887667,896.8553534,31,2,1,0,1
01-06-2015,5188.52,2015,6,0,773.7,221.968,116.28,91.68,768.844,948.5018571,918.3497857,848.7295667,865.5700498,1,2,0,1,0
02-06-2015,738.598,2015,6,1,5188.52,1924.913,119.54,944.964,1048.74,1673.107571,1282.409786,996.0521,1737.097944,2,2,0,0,0
03-06-2015,531.16,2015,6,2,738.598,773.7,1325.718,91.62,506.12,1761.544429,1267.669357,985.7140333,1658.817049,3,2,0,0,0
04-06-2015,456.272,2015,6,3,531.16,5188.52,2157.394,320.104,72.632,1648.036143,1299.065071,986.5487,1719.678083,4,2,0,0,0
06-06-2015,1374.001,2015,6,5,456.272,738.598,221.968,4264.328,187.432,1405.018714,1308.791357,999.3367,1755.525102,6,2,1,0,0
07-06-2015,281.397,2015,6,6,1374.001,531.16,1924.913,180.93,260.977,1569.594857,1102.339429,1038.889,1678.440063,7,2,1,0,0
08-06-2015,2501.264,2015,6,0,281.397,456.272,773.7,323.758,254.456,1334.806857,1109.515643,1039.569667,1734.468755,8,2,0,0,0
09-06-2015,5463.008,2015,6,1,2501.264,1374.001,5188.52,116.28,1091.35,1581.601714,1265.051786,1114.463267,1763.978393,9,2,0,0,0
10-06-2015,491.55,2015,6,2,5463.008,281.397,738.598,119.54,1799.97,1620.814286,1646.960929,1260.1852,1858.063978,10,2,0,0,0
13-06-2015,14.52,2015,6,5,491.55,2501.264,531.16,1325.718,394.48,1585.521714,1673.533071,1216.5712,1879.832606,13,2,1,0,0
14-06-2015,212.94,2015,6,6,14.52,5463.008,456.272,2157.394,2343.799,1511.716,1579.876071,1203.905867,1937.38916,14,2,1,0,0
15-06-2015,942.974,2015,6,0,212.94,491.55,1374.001,221.968,1642.802,1476.954286,1440.9865,1132.877233,1961.515527,15,2,0,0,0
16-06-2015,763.792,2015,6,1,942.974,14.52,281.397,1924.913,734.846,1415.379,1492.486929,1109.549633,1972.023239,16,2,0,0,0
17-06-2015,3356.486,2015,6,2,763.792,212.94,2501.264,773.7,898.382,1484.292571,1409.549714,1110.5145,1933.850253,17,2,0,0,0
18-06-2015,139.8,2015,6,3,3356.486,942.974,5463.008,5188.52,310.88,1606.467143,1594.034429,1192.4513,2033.267148,18,2,0,0,0
20-06-2015,1828.9496,2015,6,5,139.8,763.792,491.55,738.598,289.28,846.0088571,1233.411571,1186.748633,1157.236598,20,2,1,0,0
21-06-2015,4107.443,2015,6,6,1828.9496,3356.486,14.52,531.16,91.68,1037.065943,1311.293829,1238.070953,1198.623587,21,2,1,0,0
22-06-2015,1975.498,2015,6,0,4107.443,139.8,212.94,456.272,944.964,1621.769229,1566.742614,1371.92972,1560.377121,22,2,0,0,0
23-06-2015,109.496,2015,6,1,1975.498,1828.9496,942.974,1374.001,91.62,1873.563229,1675.258757,1406.280853,1432.083754,23,2,0,0,0
24-06-2015,4.272,2015,6,2,109.496,4107.443,763.792,281.397,320.104,1754.494943,1584.936971,1406.87672,1551.981494,24,2,0,0,0
25-06-2015,792.76,2015,6,3,4.272,1975.498,3356.486,2501.264,4264.328,1645.992086,1565.142329,1396.348987,1655.86117,25,2,0,0,0
27-06-2015,616.14,2015,6,5,792.76,109.496,139.8,5463.008,180.93,1279.745514,1443.106329,1280.630053,1489.659749,27,2,1,0,0
28-06-2015,1645.791,2015,6,6,616.14,4.272,1828.9496,491.55,323.758,1347.794086,1096.901471,1295.137053,1438.923165,28,2,1,0,0
29-06-2015,46.68,2015,6,0,1645.791,792.76,4107.443,14.52,116.28,1321.628571,1179.347257,1339.20482,1430.355337,29,2,0,0,0
30-06-2015,739.624,2015,6,1,46.68,616.14,1975.498,212.94,119.54,741.5195714,1181.6444,1336.88482,794.2024305,30,2,0,0,1
01-07-2015,601.024,2015,7,2,739.624,1645.791,109.496,942.974,1325.718,564.9661429,1219.264686,1357.554287,583.6163184,1,3,0,1,0
02-07-2015,79.56,2015,7,3,601.024,46.68,4.272,763.792,2157.394,635.1844286,1194.839686,1333.39782,548.1759005,2,3,0,0,0
04-07-2015,247.408,2015,7,5,79.56,739.624,792.76,3356.486,221.968,645.9398571,1145.965971,1264.136687,534.2969158,4,3,1,0,0
05-07-2015,1444.104,2015,7,6,247.408,601.024,616.14,139.8,1924.913,568.0324286,923.8889714,1264.984687,548.881238,5,3,1,0,0
06-07-2015,1038.472,2015,7,0,1444.104,79.56,1645.791,1828.9496,773.7,686.313,1017.053543,1248.95772,642.2458882,6,3,0,0,0
07-07-2015,241.194,2015,7,1,1038.472,247.408,46.68,4107.443,5188.52,599.5531429,960.5908571,1257.783453,520.5134811,7,3,0,0,0
08-07-2015,763.074,2015,7,2,241.194,1444.104,739.624,1975.498,738.598,627.3408571,684.4302143,1092.872587,490.4000353,8,3,0,0,0
09-07-2015,265.521,2015,7,3,763.074,1038.472,601.024,109.496,531.16,630.6908571,597.8285,1093.688453,491.3740246,9,3,0,0,0
11-07-2015,2022.356,2015,7,5,265.521,241.194,79.56,4.272,456.272,582.7618571,608.9731429,1084.83382,510.7313663,11,3,1,0,0
12-07-2015,1960.012,2015,7,6,2022.356,763.074,247.408,792.76,1374.001,860.3041429,753.122,1137.03662,688.6085385,12,3,1,0,0
13-07-2015,351.216,2015,7,0,1960.012,265.521,1444.104,616.14,281.397,1104.961857,836.4971429,1156.57032,737.0893461,13,3,0,0,0
14-07-2015,292.594,2015,7,1,351.216,2022.356,1038.472,1645.791,2501.264,948.835,817.574,1158.89762,768.3630306,14,3,0,0,0
15-07-2015,9.51,2015,7,2,292.594,1960.012,241.194,46.68,5463.008,842.281,720.9170714,1085.275287,804.7185485,15,3,0,0,0
18-07-2015,273.04,2015,7,5,9.51,351.216,763.074,739.624,491.55,809.1832857,718.2620714,903.49202,837.6520161,18,3,1,0,0
19-07-2015,461.326,2015,7,6,273.04,292.594,265.521,601.024,14.52,739.1784286,684.9346429,896.2083533,862.2629333,19,3,1,0,0
20-07-2015,2285.786,2015,7,0,461.326,9.51,2022.356,79.56,212.94,767.1505714,674.9562143,911.1018867,847.3839865,20,3,0,0,0
21-07-2015,1961.482,2015,7,1,2285.786,273.04,1960.012,247.408,942.974,804.7834286,832.5437857,980.1967533,915.5287177,21,3,0,0,0
22-07-2015,1348.344,2015,7,2,1961.482,461.326,351.216,1444.104,763.792,804.9934286,954.9776429,1014.14702,915.8379789,22,3,0,0,0
23-07-2015,2613.184,2015,7,3,1348.344,2285.786,292.594,1038.472,3356.486,947.4402857,948.1376429,1033.632087,911.0281152,23,3,0,0,0
25-07-2015,8341.29,2015,7,5,2613.184,1961.482,9.51,241.194,139.8,1278.953143,1060.617071,1008.855353,1045.339371,25,3,1,0,0
26-07-2015,5039.994,2015,7,6,8341.29,1348.344,273.04,763.074,1828.9496,2469.207429,1639.195357,1282.238353,2735.707877,26,3,1,0,0
27-07-2015,580.06,2015,7,0,5039.994,2613.184,461.326,265.521,4107.443,3150.200857,1944.689643,1389.273167,2690.852201,27,3,0,0,0
28-07-2015,193.152,2015,7,1,580.06,8341.29,2285.786,2022.356,1975.498,3167.162857,1967.156714,1271.693733,2671.381524,28,3,0,0,0
30-07-2015,1367.84,2015,7,3,193.152,5039.994,1961.482,1960.012,109.496,2868.215143,1836.499286,1212.2822,2894.247246,30,3,0,0,0
01-08-2015,228.328,2015,8,5,1367.84,580.06,1348.344,351.216,4.272,2783.409143,1794.201286,1254.227,2933.672866,1,3,1,1,0
02-08-2015,886.28,2015,8,6,228.328,193.152,2613.184,292.594,792.76,2623.406857,1785.423571,1261.695533,3053.097921,2,3,1,0,0
03-08-2015,477.994,2015,8,0,886.28,1367.84,8341.29,9.51,616.14,2376.706286,1827.829714,1264.812867,3123.030539,3,3,0,0,0
04-08-2015,2743.154,2015,8,1,477.994,228.328,5039.994,273.04,1645.791,1253.378286,1861.292857,1260.208,1718.318334,4,3,0,0,0
05-08-2015,2408.724,2015,8,2,2743.154,886.28,580.06,461.326,46.68,925.2582857,2037.729571,1296.786767,898.4283818,5,3,0,0,0
06-08-2015,262.89,2015,8,3,2408.724,477.994,193.152,2285.786,739.624,1186.496,2176.829429,1375.521567,1036.567574,6,3,0,0,0
08-08-2015,3955.629,2015,8,5,262.89,2743.154,1367.84,1961.482,601.024,1196.458571,2032.336857,1359.630433,1025.707478,8,3,1,0,0
09-08-2015,3605.685,2015,8,6,3955.629,2408.724,228.328,1348.344,79.56,1566.142714,2174.775929,1471.4506,1468.527623,9,3,1,0,0
11-08-2015,451.62,2015,8,1,3605.685,262.89,886.28,2613.184,247.408,2048.622286,2336.014571,1588.9881,1509.962419,11,3,0,0,0
12-08-2015,1545.73,2015,8,2,451.62,3955.629,477.994,8341.29,1444.104,1986.528,2181.617143,1595.795167,1573.335409,12,3,0,0,0
15-08-2015,337.5,2015,8,5,1545.73,3605.685,2743.154,5039.994,1038.472,2139.061714,1696.22,1599.1827,1449.601564,15,3,1,0,0
16-08-2015,853.092,2015,8,6,337.5,451.62,2408.724,580.06,241.194,1795.396857,1360.327571,1575.816967,1563.224581,16,3,1,0,0
17-08-2015,500.342,2015,8,0,853.092,1545.73,262.89,193.152,763.074,1573.163714,1379.829857,1596.213567,1572.051834,17,3,0,0,0
19-08-2015,1439.106,2015,8,2,500.342,337.5,3955.629,1367.84,265.521,1607.085429,1401.772,1587.455833,1541.32823,19,3,0,0,0
20-08-2015,1838.722,2015,8,3,1439.106,853.092,3605.685,228.328,2022.356,1247.582143,1406.862429,1626.575333,1144.699244,20,3,0,0,0
22-08-2015,23.104,2015,8,5,1838.722,500.342,451.62,886.28,1960.012,995.1588571,1521.890571,1620.4542,606.1892994,22,3,1,0,0
23-08-2015,565.224,2015,8,6,23.104,1439.106,1545.73,477.994,351.216,933.9422857,1460.235143,1555.8906,686.5392288,23,3,1,0,0
24-08-2015,59.74,2015,8,0,565.224,1838.722,337.5,2743.154,292.594,793.87,1466.465857,1563.0242,639.3152491,24,3,0,0,0
25-08-2015,1451.65,2015,8,1,59.74,23.104,853.092,2408.724,9.51,754.19,1274.793429,1555.2624,679.7052903,25,3,0,0,0
26-08-2015,366.81,2015,8,2,1451.65,565.224,500.342,262.89,273.04,839.6982857,1206.431,1603.333733,730.0094597,26,3,0,0,0
27-08-2015,2070.13,2015,8,3,366.81,59.74,1439.106,3955.629,461.326,820.6222857,1213.853857,1606.4594,742.0013761,27,3,0,0,0
29-08-2015,832.3225,2015,8,5,2070.13,1451.65,1838.722,3605.685,2285.786,910.7685714,1079.175357,1660.0862,858.8033541,29,3,1,0,0
30-08-2015,121.24,2015,8,6,832.3225,366.81,23.104,451.62,1961.482,766.9972143,881.0780357,1611.637417,755.6039533,30,3,1,0,0
31-08-2015,92.52,2015,8,0,121.24,2070.13,565.224,1545.73,1348.344,781.0166429,857.4794643,1550.296017,740.255976,31,3,0,0,1
01-09-2015,469.436,2015,9,1,92.52,832.3225,59.74,337.5,2613.184,713.4875,753.67875,1508.435217,783.5191262,1,3,0,1,0
02-09-2015,3254.15,2015,9,2,469.436,121.24,1451.65,853.092,8341.29,772.0155,763.10275,1436.97695,740.6764903,2,3,0,0,0
03-09-2015,22.08,2015,9,3,3254.15,92.52,366.81,500.342,5039.994,1029.5155,934.6068929,1267.405617,1192.095833,3,3,0,0,0
05-09-2015,296.304,2015,9,5,22.08,469.436,2070.13,1439.106,580.06,980.2683571,900.4453214,1100.141817,1230.536847,5,3,1,0,0
06-09-2015,100.36,2015,9,6,296.304,3254.15,832.3225,1838.722,193.152,726.8646429,818.8166071,1090.683283,1148.610779,6,3,1,0,0
07-09-2015,3523.875,2015,9,0,100.36,22.08,121.24,23.104,1367.84,622.2985714,694.6478929,1087.590217,1170.519016,7,3,0,0,0
08-09-2015,14228.428,2015,9,1,3523.875,296.304,92.52,565.224,228.328,1108.389286,944.7029643,1159.45805,1567.098455,8,3,0,0,0
09-09-2015,4043.588,2015,9,2,14228.428,100.36,469.436,59.74,886.28,3127.804714,1920.646107,1626.12805,5120.090171,9,3,0,0,0
10-09-2015,1855.228,2015,9,3,4043.588,3523.875,3254.15,1451.65,477.994,3638.397857,2205.206679,1731.37165,4987.296152,10,3,0,0,0
11-09-2015,127.95,2015,9,4,1855.228,14228.428,22.08,366.81,2743.154,3438.551857,2234.033679,1777.27945,5033.077534,11,3,0,0,0
12-09-2015,4904.66,2015,9,5,127.95,4043.588,296.304,2070.13,2408.724,3453.676143,2216.97225,1690.105983,5021.245203,12,3,1,0,0
13-09-2015,1275.408,2015,9,6,4904.66,1855.228,100.36,832.3225,262.89,4112.012714,2419.438679,1773.30385,4837.008826,13,3,1,0,0
14-09-2015,5023.716,2015,9,0,1275.408,127.95,3523.875,121.24,3955.629,4279.876714,2451.087643,1807.05445,4692.825142,14,3,0,0,0
15-09-2015,133.436,2015,9,1,5023.716,4904.66,14228.428,92.52,3605.685,4494.139714,2801.2645,1842.65735,4686.790742,15,3,0,0,0
16-09-2015,33.552,2015,9,2,133.436,1275.408,4043.588,469.436,451.62,2480.569429,2804.187071,1726.915717,2147.640415,16,3,0,0,0
17-09-2015,820.523,2015,9,3,33.552,5023.716,1855.228,3254.15,1545.73,1907.707143,2773.0525,1712.980117,2195.51911,17,3,0,0,0
19-09-2015,9338.637,2015,9,5,820.523,133.436,127.95,22.08,337.5,1759.892143,2599.222,1688.80655,2234.132768,19,3,1,0,0
20-09-2015,5335.968,2015,9,6,9338.637,33.552,4904.66,296.304,853.092,3075.704571,3264.690357,1988.84445,3478.570046,20,3,1,0,0
21-09-2015,2679.652,2015,9,0,5335.968,820.523,1275.408,100.36,500.342,3137.32,3624.666357,2138.27365,3519.939274,21,3,0,0,0
22-09-2015,1240.266,2015,9,1,2679.652,9338.637,5023.716,3523.875,1439.106,3337.926286,3808.9015,2210.917317,3435.134119,22,3,0,0,0
23-09-2015,10662.337,2015,9,2,1240.266,5335.968,133.436,14228.428,1838.722,2797.433429,3645.786571,2204.289317,3423.308402,23,3,0,0,0
24-09-2015,211.96,2015,9,3,10662.337,2679.652,33.552,4043.588,23.104,4301.562143,3391.065786,2498.409817,4266.87329,24,3,0,0,0
25-09-2015,354.8888,2015,9,4,211.96,1240.266,820.523,1855.228,565.224,4327.049,3117.378071,2504.705017,4237.562863,25,3,0,0,0
26-09-2015,1326.79,2015,9,5,354.8888,10662.337,9338.637,127.95,59.74,4260.529829,3010.210986,2497.693843,4304.900165,26,3,1,0,0
27-09-2015,773.44,2015,9,6,1326.79,211.96,5335.968,4904.66,1451.65,3115.980257,3095.842414,2539.928843,3760.378825,27,3,1,0,0
28-09-2015,490.292,2015,9,0,773.44,354.8888,2679.652,1275.408,366.81,2464.190543,2800.755271,2517.321843,3706.481573,28,3,0,0,0
29-09-2015,8109.07,2015,9,1,490.292,1326.79,1240.266,5023.716,2070.13,2151.424829,2744.675557,2521.43791,3776.972531,29,3,0,0,0
